 Grid points 
  state        r                 ab initio             calc.           ab initio - calc        weight

XZh11                                                                           
     1       1.361040000        26298.033            26219.578            78.454608        0.0000E+00
     1       1.362280000        26441.256            26361.577            79.678451        0.0000E+00
     1       1.363520000        26584.336            26503.490            80.845481        0.0000E+00
     1       1.364760000        26727.252            26645.315            81.936320        0.0000E+00
     1       1.366000000        26869.982            26787.050            82.931874        0.0000E+00
     1       1.367240000        27012.505            26928.692            83.812735        0.0000E+00
     1       1.368480000        27154.799            27070.240            84.559778        0.0000E+00
     1       1.369720000        27296.847            27211.690            85.157063        0.0000E+00
     1       1.370960000        27438.653            27353.042            85.611634        0.0000E+00
     1       1.372200000        27580.232            27494.292            85.940222        0.0000E+00
     1       1.373440000        27721.599            27635.440            86.159542        0.0000E+00
     1       1.374680000        27862.768            27776.482            86.286395        0.0000E+00
     1       1.375920000        28003.753            27917.416            86.337367        0.0000E+00
     1       1.377160000        28144.570            28058.241            86.329130        0.0000E+00
     1       1.378400000        28285.233            28198.955            86.278543        0.0000E+00
     1       1.379640000        28425.756            28339.554            86.202050        0.0000E+00
     1       1.380880000        28566.155            28480.039            86.116482        0.0000E+00
     1       1.382120000        28706.444            28620.405            86.038456        0.0000E+00
     1       1.383360000        28846.637            28760.652            85.984476        0.0000E+00
     1       1.384600000        28986.749            28900.778            85.971233        0.0000E+00
     1       1.385840000        29126.795            29040.779            86.015304        0.0000E+00
     1       1.387080000        29266.785            29180.656            86.129453        0.0000E+00
     1       1.388320000        29406.713            29320.404            86.308632        0.0000E+00
     1       1.389560000        29546.566            29460.023            86.542680        0.0000E+00
     1       1.390800000        29686.332            29599.511            86.821323        0.0000E+00
     1       1.392040000        29826.000            29738.866            87.134474        0.0000E+00
     1       1.393280000        29965.557            29878.085            87.471935        0.0000E+00
     1       1.394520000        30104.990            30017.167            87.823294        0.0000E+00
     1       1.395760000        30244.289            30156.110            88.178527        0.0000E+00
     1       1.397000000        30383.440            30294.912            88.527199        0.0000E+00
     1       1.398240000        30522.431            30433.572            88.859162        0.0000E+00
     1       1.399480000        30661.251            30572.087            89.164056        0.0000E+00
     1       1.400720000        30799.888            30710.456            89.431609        0.0000E+00
     1       1.401960000        30938.328            30848.676            89.651636        0.0000E+00
     1       1.403200000        31076.561            30986.747            89.813643        0.0000E+00
     1       1.404440000        31214.578            31124.666            89.912521        0.0000E+00
     1       1.405680000        31352.387            31262.431            89.955551        0.0000E+00
     1       1.406920000        31489.993            31400.041            89.952002        0.0000E+00
     1       1.408160000        31627.405            31537.494            89.911031        0.0000E+00
     1       1.409400000        31764.630            31674.788            89.841983        0.0000E+00
     1       1.410640000        31901.675            31811.922            89.753894        0.0000E+00
     1       1.411880000        32038.549            31948.893            89.655984        0.0000E+00
     1       1.413120000        32175.257            32085.700            89.557565        0.0000E+00
     1       1.414360000        32311.809            32222.341            89.467736        0.0000E+00
     1       1.415600000        32448.211            32358.816            89.395685        0.0000E+00
     1       1.416840000        32584.471            32495.121            89.350488        0.0000E+00
     1       1.418080000        32720.596            32631.255            89.341310        0.0000E+00
     1       1.419320000        32856.594            32767.217            89.377404        0.0000E+00
     1       1.420560000        32992.473            32903.005            89.467413        0.0000E+00
     1       1.421800000        33128.228            33038.617            89.610465        0.0000E+00
     1       1.423040000        33263.844            33174.053            89.791182        0.0000E+00
     1       1.424280000        33399.302            33309.309            89.993269        0.0000E+00
     1       1.425520000        33534.585            33444.384            90.200524        0.0000E+00
     1       1.426760000        33669.675            33579.278            90.396630        0.0000E+00
     1       1.428000000        33804.554            33713.988            90.565361        0.0000E+00
     1       1.429240000        33939.203            33848.513            90.690179        0.0000E+00
     1       1.430480000        34073.606            33982.851            90.754933        0.0000E+00
     1       1.431720000        34207.744            34117.001            90.743163        0.0000E+00
     1       1.432960000        34341.600            34250.961            90.638695        0.0000E+00
     1       1.434200000        34475.155            34384.730            90.424945        0.0000E+00
     1       1.435440000        34608.391            34518.306            90.085618        0.0000E+00
     1       1.436680000        34741.292            34651.687            89.604306        0.0000E+00
     1       1.437920000        34873.839            34784.873            88.965789        0.0000E+00
     1       1.439160000        35006.035            34917.862            88.172738        0.0000E+00
     1       1.440400000        35137.894            35050.652            87.242409        0.0000E+00
     1       1.441640000        35269.434            35183.241            86.192549        0.0000E+00
     1       1.442880000        35400.670            35315.629            85.040792        0.0000E+00
     1       1.444120000        35531.619            35447.814            83.804961        0.0000E+00
     1       1.445360000        35662.298            35579.795            82.502567        0.0000E+00
     1       1.446600000        35792.721            35711.570            81.151308        0.0000E+00
     1       1.447840000        35922.906            35843.137            79.768772        0.0000E+00
     1       1.449080000        36052.869            35974.496            78.372735        0.0000E+00
     1       1.450320000        36182.626            36105.645            76.980759        0.0000E+00
     1       1.451560000        36312.193            36236.583            75.610498        0.0000E+00
     1       1.452800000        36441.587            36367.308            74.279389        0.0000E+00
     1       1.454040000        36570.824            36497.819            73.005062        0.0000E+00
     1       1.455280000        36699.919            36628.115            71.804631        0.0000E+00
     1       1.456520000        36828.880            36758.194            70.686501        0.0000E+00
     1       1.457760000        36957.708            36888.055            69.653263        0.0000E+00
     1       1.459000000        37086.405            37017.697            68.707497        0.0000E+00
     1       1.460240000        37214.970            37147.119            67.851470        0.0000E+00
     1       1.461480000        37343.406            37276.319            67.087737        0.0000E+00
     1       1.462720000        37471.714            37405.296            66.418541        0.0000E+00
     1       1.463960000        37599.895            37534.048            65.846514        0.0000E+00
     1       1.465200000        37727.950            37662.576            65.373872        0.0000E+00
     1       1.466440000        37855.880            37790.877            65.002924        0.0000E+00
     1       1.467680000        37983.686            37918.950            64.736262        0.0000E+00
     1       1.468920000        38111.370            38046.794            64.576067        0.0000E+00
     1       1.470160000        38238.933            38174.408            64.524710        0.0000E+00
     1       1.471400000        38366.375            38301.791            64.584446        0.0000E+00
     1       1.472640000        38493.695            38428.941            64.754419        0.0000E+00
     1       1.473880000        38620.853            38555.857            64.995862        0.0000E+00
     1       1.475120000        38747.786            38682.539            65.246592        0.0000E+00
     1       1.476360000        38874.430            38808.986            65.444116        0.0000E+00
     1       1.477600000        39000.721            38935.195            65.525929        0.0000E+00
     1       1.478840000        39126.596            39061.166            65.429311        0.0000E+00
     1       1.480080000        39251.990            39186.898            65.091832        0.0000E+00
     1       1.481320000        39376.841            39312.391            64.450746        0.0000E+00
     1       1.482560000        39501.085            39437.642            63.443596        0.0000E+00
     1       1.483800000        39624.658            39562.651            62.007714        0.0000E+00
     1       1.485040000        39747.497            39687.416            60.080417        0.0000E+00
     1       1.486280000        39869.537            39811.938            57.599010        0.0000E+00
     1       1.487520000        39990.715            39936.214            54.500984        0.0000E+00
     1       1.488760000        40110.968            40060.244            50.723618        0.0000E+00
     1       1.490000000        40230.283            40184.027            46.255780        0.0000E+00
     1       1.516842105        42813.082            42801.254            11.828919        0.0000E+00
     1       1.543684211        45395.882            45294.290            101.59193        0.0000E+00
     1       1.570526316        47978.681            47657.790            320.89129        0.0000E+00
     1       1.597368421        50561.480            49889.121            672.35890        0.0000E+00
     1       1.624210526        53144.280            51988.125            1156.1546        0.0000E+00
     1       1.651052632        55727.079            53956.777            1770.3018        0.0000E+00
     1       1.677894737        58309.878            55798.804            2511.0740        0.0000E+00
     1       1.704736842        60892.678            57519.282            3373.3955        0.0000E+00
     1       1.731578947        63475.477            59124.255            4351.2224        0.0000E+00
     1       1.758421053        66058.276            60620.391            5437.8857        0.0000E+00
     1       1.785263158        68641.076            62014.691            6626.3842        0.0000E+00
     1       1.812105263        71223.875            63314.253            7909.6220        0.0000E+00
     1       1.838947368        73806.674            64526.080            9280.5943        0.0000E+00
     1       1.865789474        76389.474            65656.949            10732.525        0.0000E+00
     1       1.892631579        78972.273            66713.311            12258.962        0.0000E+00
     1       1.919473684        81555.072            67701.231            13853.841        0.0000E+00
     1       1.946315789        84137.872            68626.354            15511.518        0.0000E+00
     1       1.973157895        86720.671            69493.887            17226.784        0.0000E+00
     1       2.000000000        89303.470            70308.606            18994.865        0.0000E+00
     1       2.026842105        91886.270            71074.864            20811.405        0.0000E+00
